crashid,cartodbid,on_street_name,cross_street_name,date_time,latitude,longitude,borough,zip_code,socrata_id,number_of_cyclist_injured,number_of_cyclist_killed,number_of_motorist_injured,number_of_motorist_killed,number_of_pedestrian_injured,number_of_pedestrian_killed,number_of_persons_injured,number_of_persons_killed,contributing_factors,vehicle_types
3023,2710019,,520       MADISON AVENUE,2019-11-07 13:10:00+00,40.759846,-73.97447,Manhattan,10022,4237290,0,0,0,0,1,0,1,0,Failure to Yield Right-of-Way,Station Wagon/Sport Utility Vehicle
3024,2710879,EASTCHESTER ROAD,,2019-11-06 11:45:00+00,40.85615,-73.84395,Bronx,10461,4236409,0,0,2,0,0,0,2,0,"Driver Inattention/Distraction,Unspecified","Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle"
3025,2709809,CROSS BRONX EXPRESSWAY,,2019-11-07 17:00:00+00,40.83204,-73.85564,Bronx,,4237668,0,0,2,0,0,0,2,0,"Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Unspecified","Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle"
3026,2710829,58 STREET,,2019-11-06 22:30:00+00,40.641987,-74.01724,Brooklyn,11220,4236588,0,0,2,0,0,0,2,0,"Driver Inexperience,Unspecified","Sedan,Sedan"
3027,2711909,UTOPIA PARKWAY,,2019-11-04 09:08:00+00,40.7555,-73.792725,Queens,11358,4235538,0,0,0,0,1,0,1,0,Driver Inattention/Distraction,Sedan
3028,2712109,,126-12    103 AVENUE,2019-11-04 06:15:00+00,40.689674,-73.81893,Queens,11419,4234769,0,0,1,0,0,0,1,0,"Passing or Lane Usage Improper,Failure to Yield Right-of-Way","Sedan,Sedan"
3029,2701729,WILLIAMSBURG STREET WEST,,2019-11-22 14:23:00+00,40.70166,-73.961464,Brooklyn,11249,4247034,1,0,0,0,0,0,1,0,"Driver Inattention/Distraction,Driver Inattention/Distraction","Station Wagon/Sport Utility Vehicle,Bike"
3030,2702459,FDR DRIVE,,2019-11-21 20:10:00+00,40.772327,-73.94531,Manhattan,,4245507,0,0,1,0,0,0,1,0,"Driver Inattention/Distraction,Driver Inexperience","Sedan,Station Wagon/Sport Utility Vehicle"
3031,2707889,GREENPOINT AVENUE,,2019-11-11 18:05:00+00,40.73555,-73.934784,Queens,11101,4239783,0,0,3,0,0,0,3,0,"Driver Inattention/Distraction,Unspecified,Unspecified","Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle"
3032,2710689,,188       WEST 230 STREET,2019-11-06 08:20:00+00,40.876907,-73.9057,Bronx,10463,4236278,0,0,1,0,0,0,1,0,"Glare,Unspecified","Motorcycle,Station Wagon/Sport Utility Vehicle"
3033,2711499,158 STREET,,2019-11-05 18:20:00+00,40.701214,-73.80158,Queens,,4239064,0,0,1,0,0,0,1,0,"Fell Asleep,Unspecified,Unspecified","Sedan,Sedan,Sedan"
3034,2711449,65 STREET,,2019-11-05 17:52:00+00,40.62332,-73.99713,Brooklyn,11219,4235950,0,0,2,0,0,0,2,0,"Driver Inattention/Distraction,Traffic Control Disregarded","Sedan,Sedan"
3035,2711569,JAMAICA AVENUE,,2019-11-04 14:00:00+00,40.699104,-73.83332,Queens,,4235423,0,0,1,0,0,0,1,0,"Driver Inattention/Distraction,Driver Inattention/Distraction","Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle"
3036,2707340,,116-44    SPRINGFIELD BOULEVARD,2019-11-12 19:45:00+00,40.696865,-73.743385,Queens,11411,4240034,0,0,1,0,0,0,1,0,"Driver Inattention/Distraction,Unspecified","Sedan,Station Wagon/Sport Utility Vehicle"
3037,2709770,PENNSYLVANIA AVENUE,,2019-11-08 02:35:00+00,40.67816,-73.897484,Brooklyn,11207,4238348,0,0,2,0,0,0,2,0,"Failure to Yield Right-of-Way,Unspecified","Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle"
3038,2709140,WHITESTONE EXPRESSWAY,,2019-11-08 17:32:00+00,40.772655,-73.830444,Queens,11354,4237912,0,0,2,0,0,0,2,0,"Following Too Closely,Unspecified","Station Wagon/Sport Utility Vehicle,Sedan"
3039,2711180,FOREST AVENUE,,2019-11-05 18:15:00+00,40.624912,-74.146706,Staten Island,,4235910,1,0,0,0,0,0,1,0,"Driver Inattention/Distraction,Driver Inattention/Distraction","Station Wagon/Sport Utility Vehicle,Bike"
3040,2700650,PARK AVENUE,,2019-11-24 01:56:00+00,40.69689,-73.95564,Brooklyn,,4246884,0,0,1,0,0,0,1,0,"Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified","Sedan,Taxi,Station Wagon/Sport Utility Vehicle,Taxi"
3041,2704780,,657       EAST 98 STREET,2019-11-17 03:00:00+00,40.65369,-73.910324,Brooklyn,11236,4243937,0,0,1,0,0,0,1,0,Alcohol Involvement,Station Wagon/Sport Utility Vehicle
3042,2705020,,625 W     WASHINGTON AVENUE,2019-11-16 23:30:00+00,40.678864,-73.96397,Brooklyn,11238,4242398,0,0,1,0,0,0,1,0,Driver Inattention/Distraction,Taxi
3043,2705700,CRESCENT STREET,,2019-11-15 23:37:00+00,40.679543,-73.87105,Brooklyn,11208,4242323,1,0,0,0,0,0,1,0,"Alcohol Involvement,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion","Sedan,Bike"
3044,2706240,,1148      EAST 14 STREET,2019-11-14 15:11:00+00,40.621506,-73.96166,Brooklyn,11230,4241035,0,0,1,0,0,0,1,0,"Illnes,Unspecified","Pick-up Truck,Station Wagon/Sport Utility Vehicle"
3045,2707130,MYRTLE AVENUE,,2019-11-12 09:36:00+00,40.69361,-73.98252,Brooklyn,,4241077,0,0,0,0,1,0,1,0,Failure to Yield Right-of-Way,Station Wagon/Sport Utility Vehicle
3046,2711040,SEAVIEW AVENUE,,2019-11-06 15:40:00+00,40.581516,-74.08219,Staten Island,10305,4236540,0,0,0,0,1,0,1,0,Driver Inattention/Distraction,Pick-up Truck
3047,2700110,LINDEN BOULEVARD,,2019-11-25 16:30:00+00,40.692112,-73.77729,Queens,11434,4247407,0,0,1,0,0,0,1,0,"Unspecified,Unspecified","Ambulance,Sedan"
3048,2701640,WEST 51 STREET,,2019-11-22 18:50:00+00,40.766502,-73.99418,Manhattan,10019,4245986,1,0,0,0,0,0,1,0,"Unspecified,Unspecified","Bike,Sedan"
3049,2702060,61 STREET,,2019-11-21 18:12:00+00,40.632584,-74.00631,Brooklyn,11219,4247759,1,0,0,0,0,0,1,0,"Driver Inattention/Distraction,Unspecified","Sedan,Bike"
3050,2702090,MADISON AVENUE,,2019-11-21 04:30:00+00,40.810173,-73.937416,Manhattan,,4247940,0,0,2,0,0,0,2,0,"Driver Inexperience,Traffic Control Disregarded","Sedan,Taxi"
3051,2703660,73 STREET,,2019-11-19 10:34:00+00,40.632168,-74.02453,Brooklyn,11209,4243798,0,0,0,0,1,0,1,0,Unspecified,Sedan
3052,2710190,JEROME AVENUE,,2019-11-07 08:45:00+00,40.840225,-73.91769,Bronx,,4237441,0,0,0,0,1,0,1,0,Driver Inattention/Distraction,Sedan
3053,2700160,97 STREET,,2019-11-25 17:15:00+00,40.6762,-73.84003,Queens,11417,4247535,0,0,0,0,1,0,1,0,Failure to Yield Right-of-Way,
3054,2700370,AVENUE R,,2019-11-25 10:19:00+00,40.611607,-73.93716,Brooklyn,11234,4247397,0,0,1,0,0,0,1,0,"Unspecified,Unspecified","Sedan,Station Wagon/Sport Utility Vehicle"
3055,2704610,MYRTLE AVENUE,,2019-11-17 13:30:00+00,40.69764,-73.92932,Brooklyn,11221,4244887,0,0,2,0,0,0,2,0,"Following Too Closely,Unspecified","Station Wagon/Sport Utility Vehicle,Sedan"
3056,2711570,BRONX RIVER PARKWAY,,2019-11-04 10:54:00+00,40.87932,-73.869804,Bronx,,4235158,0,0,1,0,0,0,1,0,"Failure to Yield Right-of-Way,Unspecified","Sedan,Sedan"
3057,2702040,58 STREET,,2019-11-21 08:48:00+00,40.720947,-73.91196,Queens,11378,4245112,0,0,1,0,0,0,1,0,"Failure to Yield Right-of-Way,Unspecified","Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle"
3058,2703110,EAST 3 STREET,,2019-11-19 16:30:00+00,40.640556,-73.976875,Brooklyn,11218,4244736,0,0,0,0,1,0,1,0,Unspecified,Station Wagon/Sport Utility Vehicle
3059,2707700,RALPH AVENUE,,2019-11-12 12:30:00+00,40.626457,-73.918,Brooklyn,11234,4242650,0,0,1,0,0,0,1,0,"Following Too Closely,Unspecified","Station Wagon/Sport Utility Vehicle,Taxi"
3060,2707750,WASHINGTON AVENUE,,2019-11-11 10:40:00+00,40.689674,-73.96614,Brooklyn,11205,4239153,0,0,1,0,0,0,1,0,"Following Too Closely,Unspecified","Station Wagon/Sport Utility Vehicle,Moped"
3061,2708170,KINGS HIGHWAY,,2019-11-11 12:30:00+00,40.613052,-73.94913,Brooklyn,11229,4239410,0,0,1,0,0,0,1,0,"Driver Inattention/Distraction,Unspecified","Station Wagon/Sport Utility Vehicle,Sedan"
3062,2710550,SURF AVENUE,,2019-11-06 16:49:00+00,40.575302,-73.98453,Brooklyn,11224,4236512,0,0,2,0,0,0,2,0,"Failure to Yield Right-of-Way,Unspecified","Sedan,Station Wagon/Sport Utility Vehicle"
3063,2701230,HENRY HUDSON PARKWAY,,2019-11-23 18:11:00+00,40.808296,-73.96889,Manhattan,,4246717,0,0,1,0,0,0,1,0,"Following Too Closely,Unspecified,Unspecified","Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle"
3064,2702280,,1270      EAST 18 STREET,2019-11-21 14:17:00+00,40.619656,-73.95745,Brooklyn,11230,4245191,0,0,0,0,1,0,1,0,Unspecified,Station Wagon/Sport Utility Vehicle
3065,2705190,CRESCENT STREET,,2019-11-16 08:24:00+00,40.766743,-73.92597,Queens,,4241780,0,0,1,0,0,0,1,0,"Unsafe Speed,Unspecified","Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle"
3066,2705520,MAIN STREET,,2019-11-15 13:50:00+00,40.75425,-73.827835,Queens,11355,4241767,0,0,1,0,0,0,1,0,"Passing Too Closely,Unsafe Lane Changing","Sedan,Station Wagon/Sport Utility Vehicle"
3067,2706000,,801       EAST GUN HILL ROAD,2019-11-14 19:40:00+00,40.87595,-73.86189,Bronx,10467,4241501,0,0,1,0,0,0,1,0,Unspecified,Sedan
3068,2708570,ERSKINE STREET,,2019-11-10 17:20:00+00,40.65317,-73.866875,Brooklyn,,4242309,0,0,3,0,0,0,3,0,"Turning Improperly,Unspecified","Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle"
3069,2708760,66 AVENUE,,2019-11-09 10:40:00+00,40.71917,-73.861275,Queens,11374,4237977,0,0,2,0,0,0,2,0,"Failure to Yield Right-of-Way,Unspecified","Station Wagon/Sport Utility Vehicle,Sedan"
3070,2709210,LIBERTY AVENUE,,2019-11-08 08:08:00+00,40.705452,-73.78149,Queens,11433,4239078,0,0,1,0,0,0,1,0,"Following Too Closely,Other Vehicular,Unspecified","Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle"
3071,2709520,LINDEN BOULEVARD,,2019-11-08 09:18:00+00,40.654358,-73.91916,Brooklyn,11212,4238433,0,0,1,0,0,0,1,0,"Unspecified,Unspecified","Van,Station Wagon/Sport Utility Vehicle"
3072,2710070,ROCKAWAY BOULEVARD,,2019-11-07 19:30:00+00,40.65965,-73.773834,Queens,11434,4237305,0,0,1,0,0,0,1,0,"Unspecified,Unspecified","Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle"
3073,2717341,BROOKLYN QUEENS EXPRESSWAY,,2019-11-30 23:15:00+00,,,,,4250130,0,0,3,0,0,0,3,0,"Driver Inattention/Distraction,Driver Inattention/Distraction,Driver Inattention/Distraction","Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle"
3074,2717352,,7550      metropolitan av,2019-11-30 12:30:00+00,,,,11379,4250749,0,0,1,0,0,0,1,0,Passenger Distraction,E-Bik
3075,2717359,HAMILTON AVENUE,,2019-11-30 11:20:00+00,,,,,4249587,0,0,1,0,0,0,1,0,"Unspecified,Unspecified","Carry All,Sedan"
3076,2717340,,1260      RALPH AVENUE,2019-11-30 18:00:00+00,40.64573,-73.92007,Brooklyn,11236,4251675,0,0,2,0,0,0,2,0,"Unspecified,Unspecified","Station Wagon/Sport Utility Vehicle,Sedan"
3077,2717353,,2281      SOUTHERN BOULEVARD,2019-11-30 19:00:00+00,40.849934,-73.88266,Bronx,10460,4249850,0,0,4,0,0,0,4,0,"Fatigued/Drowsy,Unspecified","Sedan,Sedan"
3078,2717355,AVENUE B,,2019-11-30 16:15:00+00,40.647644,-73.91924,Brooklyn,11236,4250030,0,0,2,0,0,0,2,0,"Driver Inattention/Distraction,Unspecified,Unspecified","Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle"
3079,2717356,,808       COLUMBUS AVENUE,2019-11-30 00:00:00+00,40.794945,-73.96602,Manhattan,10025,4250296,0,0,0,0,1,0,1,0,Unsafe Speed,Bike
3080,2717339,NOSTRAND AVENUE,,2019-11-30 19:30:00+00,40.63158,-73.94755,Brooklyn,11210,4251270,0,0,2,0,0,0,2,0,"Driver Inattention/Distraction,Unspecified","Sedan,Sedan"
3081,2717350,NARROWS ROAD SOUTH,,2019-11-30 19:00:00+00,40.606155,-74.08308,Staten Island,10304,4249871,0,0,3,0,0,0,3,0,"Following Too Closely,Unspecified","Sedan,Sedan"
3082,2717379,CROSS ISLAND PARKWAY,,2019-11-30 11:10:00+00,40.761143,-73.75549,Queens,,4249609,0,0,1,0,0,0,1,0,"Driver Inattention/Distraction,Unspecified","Sedan,Station Wagon/Sport Utility Vehicle"
3083,2717364,JEROME AVENUE,,2019-11-30 13:46:00+00,40.84942,-73.91113,Bronx,10453,4249890,0,0,1,0,0,0,1,0,"Driver Inattention/Distraction,Driver Inattention/Distraction","Sedan,E-Bik"
3084,2717376,,2655      RICHMOND AVENUE,2019-11-30 17:42:00+00,40.582287,-74.16907,Staten Island,,4250557,0,0,0,0,1,0,1,0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle
3085,2717405,VERRAZANO BRIDGE UPPER,,2019-11-30 15:58:00+00,,,,,4251667,0,0,3,0,0,0,3,0,"Following Too Closely,Unspecified","Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle"
3086,2717390,104 AVENUE,,2019-11-30 12:45:00+00,40.708164,-73.76141,Queens,11412,4251534,0,0,1,0,0,0,1,0,"Traffic Control Disregarded,Unspecified","Station Wagon/Sport Utility Vehicle,Sedan"
3087,2717392,CONDUIT BOULEVARD,,2019-11-30 04:21:00+00,40.67798,-73.872116,Brooklyn,,4250365,0,0,2,0,0,0,2,0,"Driver Inexperience,Unspecified","Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle"
3088,2717385,BELT PARKWAY,,2019-11-30 22:20:00+00,40.58451,-73.987625,Brooklyn,,4249718,0,0,1,0,0,0,1,0,"Unsafe Speed,Unspecified","Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle"
3089,2717406,,2272      7 AVENUE,2019-11-30 23:50:00+00,40.8144,-73.94438,Manhattan,10030,4250461,1,0,0,0,0,0,1,0,"Unspecified,Unspecified","Taxi,Bike"
3090,2717398,YORK AVENUE,,2019-11-30 07:16:00+00,40.760536,-73.95836,Manhattan,10065,4250450,0,0,1,0,0,0,1,0,"Unspecified,Unspecified","Station Wagon/Sport Utility Vehicle,Sedan"
3091,2717400,BEDFORD AVENUE,,2019-11-30 22:53:00+00,40.67187,-73.95464,Brooklyn,11216,4251246,1,0,0,0,0,0,1,0,"Traffic Control Disregarded,Unspecified","Station Wagon/Sport Utility Vehicle,Bike"
3092,2717422,LINDEN BOULEVARD,,2019-11-30 00:15:00+00,,,,11212,4249672,0,0,1,0,0,0,1,0,"Unspecified,Unspecified","Sedan,Pick-up Truck"
3093,2717408,AVENUE X,,2019-11-30 11:44:00+00,40.592968,-73.9482,Brooklyn,11235,4250438,0,0,1,0,0,0,1,0,"Unspecified,Unspecified","Sedan,Sedan"
3094,2717438,VAN WYCK EXPRESSWAY (CDR),,2019-11-30 01:45:00+00,,,,,4250966,0,0,2,0,0,0,2,0,"Unsafe Speed,Unspecified","Sedan,Sedan"
3095,2717442,Third Ave,,2019-11-30 09:56:00+00,,,,,4250647,0,0,1,0,0,0,1,0,"Following Too Closely,Unspecified","Station Wagon/Sport Utility Vehicle,Sedan"
3096,2717443,UTICA AVENUE,,2019-11-30 16:20:00+00,40.653805,-73.93061,Brooklyn,11203,4250025,0,0,2,0,0,0,2,0,"Unspecified,Unspecified","Sedan,Sedan"
3097,2717437,,164-4     GRAND CENTRAL PARKWAY,2019-11-30 20:57:00+00,40.71609,-73.8029,Queens,11432,4249792,0,0,3,0,0,0,3,0,"Traffic Control Disregarded,Unspecified","Sedan,Station Wagon/Sport Utility Vehicle"
3098,2717447,BRUCKNER BOULEVARD,,2019-11-30 06:51:00+00,40.80684,-73.9275,Bronx,,4250657,0,0,1,0,0,0,1,0,"Unspecified,Unspecified","Station Wagon/Sport Utility Vehicle,Sedan"
3099,2717457,QUEENSBORO BRIDGE UPPER,,2019-11-30 06:20:00+00,,,,,4249622,0,0,1,0,0,0,1,0,"Traffic Control Disregarded,Unspecified","Sedan,Station Wagon/Sport Utility Vehicle"
3100,2717468,RICHMOND ROAD,,2019-11-30 19:30:00+00,40.57637,-74.12709,Staten Island,10306,4249870,0,0,2,0,0,0,2,0,"Turning Improperly,Unspecified","Station Wagon/Sport Utility Vehicle,Sedan"
3101,2717488,GRAND STREET,,2019-11-30 12:48:00+00,40.71196,-73.9407,Brooklyn,11211,4250140,0,0,0,0,1,0,1,0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle
3102,2717518,BROOKLYN QUEENS EXPRESSWAY RAMP,,2019-11-30 01:18:00+00,,,,,4251118,0,0,1,0,0,0,1,0,Alcohol Involvement,Station Wagon/Sport Utility Vehicle
3103,2717513,,850       LONGWOOD AVENUE,2019-11-30 16:37:00+00,40.819397,-73.901436,Bronx,10459,4250974,0,0,3,0,0,0,3,0,"Passing Too Closely,Unspecified","Bus,Sedan"
3104,2717508,WEST 37 STREET,,2019-11-30 16:45:00+00,40.5789,-74.00362,Brooklyn,11224,4250552,0,0,3,0,0,0,3,0,"Driver Inattention/Distraction,Unspecified","Sedan,Sedan"
3105,2717538,ATLANTIC AVENUE,,2019-11-30 23:35:00+00,,,,,4250385,0,0,1,0,0,0,1,0,"Brakes Defective,Unspecified","Sedan,Sedan"
3106,2717552,45 AVENUE,,2019-11-30 04:15:00+00,40.74701,-73.860245,Queens,,4250000,0,0,2,0,0,0,2,0,"Unspecified,Unspecified","Sedan,Sedan"
3107,2717565,18 AVENUE,,2019-11-30 17:10:00+00,40.607258,-74.00265,Brooklyn,,4249641,1,0,0,0,0,0,1,0,"Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified","Station Wagon/Sport Utility Vehicle,Bike"
3108,2717557,147 STREET,,2019-11-30 20:35:00+00,40.724594,-73.81842,Queens,11367,4249883,0,0,2,0,0,0,2,0,"Traffic Control Disregarded,Unspecified","Sedan,Sedan"
3109,2717578,122 STREET,,2019-11-30 14:15:00+00,40.670044,-73.818115,Queens,11420,4249712,0,0,2,0,0,0,2,0,"Traffic Control Disregarded,Unspecified,Unspecified,Unspecified","Sedan,Sedan,Sedan,Sedan"
3110,2717589,,1261      REMSEN AVENUE,2019-11-30 02:51:00+00,40.639217,-73.90484,Brooklyn,11236,4251587,0,0,1,0,0,0,1,0,"Unspecified,Unspecified","Sedan,Sedan"
3111,2717592,85 AVENUE,,2019-11-30 13:25:00+00,40.704254,-73.82638,Queens,11415,4250357,0,0,2,0,0,0,2,0,"Failure to Yield Right-of-Way,Unspecified","Sedan,Sedan"
3112,2717594,VAN BUREN STREET,,2019-11-30 19:00:00+00,40.68984,-73.945206,Brooklyn,11216,4250671,0,0,0,0,1,0,1,0,Failure to Yield Right-of-Way,Station Wagon/Sport Utility Vehicle
3113,2717585,,103-24    99 STREET,2019-11-30 12:50:00+00,40.682423,-73.84113,Queens,11417,4250583,0,0,0,0,1,0,1,0,Backing Unsafely,Sedan
3114,2717604,5 AVENUE,,2019-11-30 00:43:00+00,40.81404,-73.9367,Manhattan,,4250499,0,0,1,0,0,0,1,0,"Following Too Closely,Unspecified","Sedan,Taxi"
3115,2717615,EAST NEW YORK AVENUE,,2019-11-30 18:04:00+00,40.665916,-73.92547,Brooklyn,,4251868,0,0,1,0,0,0,1,0,"Driver Inattention/Distraction,Unspecified","Sedan,Sedan"
3116,2717641,BROOKLYN BATTERY TUNNEL,,2019-11-30 21:30:00+00,,,,,4250705,0,0,3,0,0,0,3,0,"Alcohol Involvement,Unspecified","Sedan,Sedan"
3117,2717640,LINDEN BOULEVARD,,2019-11-30 14:50:00+00,40.693497,-73.73491,Queens,11411,4249654,0,0,2,0,0,0,2,0,"Following Too Closely,Unspecified","Sedan,Sedan"
3118,2717634,60 AVENUE,,2019-11-30 15:40:00+00,40.73088,-73.871635,Queens,11373,4249630,0,0,2,0,0,0,2,0,"Driver Inattention/Distraction,Unspecified","Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle"
3119,2717637,,6400      AMBOY ROAD,2019-11-30 19:15:00+00,40.52173,-74.216995,Staten Island,10309,4250742,0,0,1,0,0,0,1,0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle
3120,2717638,HENRY HUDSON PARKWAY,,2019-11-30 06:00:00+00,40.781666,-73.986694,Manhattan,,4250043,0,0,1,0,0,0,1,0,"Unsafe Lane Changing,Driver Inattention/Distraction","Taxi,Sedan"
3121,2717636,PARK AVENUE,,2019-11-30 00:20:00+00,40.75022,-73.979065,Manhattan,10016,4251443,0,0,1,0,0,0,1,0,"Driver Inattention/Distraction,Unspecified","Sedan,Station Wagon/Sport Utility Vehicle"
3122,2717687,BROOKLYN BRIDGE,,2019-11-30 19:00:00+00,,,,,4249678,0,0,1,0,0,0,1,0,"Unspecified,Unspecified","Station Wagon/Sport Utility Vehicle,Sedan"
3123,2717678,UTICA AVENUE,,2019-11-30 10:40:00+00,40.630505,-73.92812,Brooklyn,11234,4249823,0,0,1,0,0,0,1,0,"Following Too Closely,Unspecified","Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle"
3124,2717673,260 STREET,,2019-11-30 17:41:00+00,40.74486,-73.71112,Queens,11004,4249703,0,0,0,0,0,1,0,1,Failure to Yield Right-of-Way,Station Wagon/Sport Utility Vehicle
3125,2717688,BRONX RIVER PARKWAY,,2019-11-30 18:35:00+00,40.88759,-73.86652,Bronx,,4250256,0,0,2,0,0,0,2,0,"Following Too Closely,Unspecified","Sedan,Sedan"
3126,2717700,,519       GATEWAY DRIVE,2019-11-30 17:42:00+00,40.651234,-73.86991,Brooklyn,11239,4250323,0,0,0,0,1,0,1,0,Unspecified,Station Wagon/Sport Utility Vehicle
3127,2717696,CLARKSON AVENUE,,2019-11-30 00:50:00+00,40.65692,-73.926094,Brooklyn,11203,4251698,0,0,1,0,0,0,1,0,"Driver Inexperience,Unspecified","Sedan,Station Wagon/Sport Utility Vehicle"
3128,2717709,5 AVENUE,,2019-11-30 20:08:00+00,40.645103,-74.01033,Brooklyn,11220,4249936,0,0,0,0,1,0,1,0,Alcohol Involvement,Sedan
3129,2717725,BRONX WHITESTONE BRIDGE,,2019-11-30 22:25:00+00,,,,,4251630,0,0,1,0,0,0,1,0,"Following Too Closely,Unspecified","Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle"
3130,2717720,NOSTRAND AVENUE,,2019-11-30 09:05:00+00,40.638603,-73.94827,Brooklyn,11210,4251694,0,0,1,0,0,0,1,0,"Outside Car Distraction,Unspecified,Unspecified","Sedan,Sedan,Sedan"
3131,2717754,JEWEL AVENUE,,2019-11-30 18:20:00+00,,,,,4249671,0,0,2,0,0,0,2,0,"Following Too Closely,Unspecified","Sedan,Sedan"
3132,2717749,SKILLMAN AVENUE,,2019-11-30 11:45:00+00,40.746033,-73.93441,Queens,,4249625,0,0,1,0,0,0,1,0,"Traffic Control Disregarded,Traffic Control Disregarded","Sedan,Sedan"
3133,2717759,CANTERBURY AVENUE,,2019-11-30 15:45:00+00,40.608913,-74.15308,Staten Island,,4252022,0,0,1,0,0,0,1,0,Driver Inattention/Distraction,Sedan
3134,2717750,2 AVENUE,,2019-11-30 22:59:00+00,40.759308,-73.9653,Manhattan,,4249709,1,0,0,0,0,0,1,0,"Passing or Lane Usage Improper,Passing or Lane Usage Improper","Taxi,Bike"
3135,2717760,WEST 238 STREET,,2019-11-30 03:18:00+00,40.884033,-73.89797,Bronx,10463,4255184,0,0,1,0,0,0,1,0,"Passing or Lane Usage Improper,Unspecified","Station Wagon/Sport Utility Vehicle,Taxi"
3136,2717742,ROGERS AVENUE,,2019-11-30 14:50:00+00,40.676243,-73.95269,Brooklyn,,4250784,0,0,1,0,0,0,1,0,"Aggressive Driving/Road Rage,Unspecified","Sedan,Sedan"
3137,2717744,WILLETT AVENUE,,2019-11-30 16:30:00+00,40.881783,-73.86536,Bronx,10467,4250677,0,0,1,0,0,0,1,0,"Failure to Yield Right-of-Way,Unspecified","Station Wagon/Sport Utility Vehicle,Sedan"
3138,2717755,,1443      EAST GUN HILL ROAD,2019-11-30 21:50:00+00,40.869293,-73.84397,Bronx,10469,4250718,0,0,1,0,0,0,1,0,"Driver Inattention/Distraction,Unspecified,Unspecified","Sedan,Station Wagon/Sport Utility Vehicle,Sedan"
3139,2717757,WEST 207 STREET,,2019-11-30 09:44:00+00,40.86446,-73.91895,Manhattan,,4250234,0,0,2,0,0,0,2,0,"Passing or Lane Usage Improper,Unspecified","Tanker,Station Wagon/Sport Utility Vehicle"
3140,2717766,STATEN ISLAND EXPRESSWAY,,2019-11-30 22:50:00+00,,,,,4252405,0,0,2,0,0,0,2,0,Unsafe Speed,Sedan
3141,2717782,riverside drive,,2019-11-30 16:54:00+00,,,,10034,4250242,0,0,0,0,1,0,1,0,,
3142,2717770,HONEYWELL AVENUE,,2019-11-30 16:55:00+00,40.842266,-73.88476,Bronx,10460,4251943,0,0,0,0,1,0,1,0,Failure to Yield Right-of-Way,
3143,2717780,LONG ISLAND EXPRESSWAY,,2019-11-30 20:00:00+00,40.73447,-73.86316,Queens,,4249754,0,0,1,0,0,0,1,0,"Unsafe Lane Changing,Unspecified,Unspecified","Station Wagon/Sport Utility Vehicle,Sedan,Sedan"
3144,2717784,OCEAN AVENUE,,2019-11-29 22:15:00+00,40.636326,-73.958405,Brooklyn,11210,4249796,0,0,0,0,1,0,1,0,Unspecified,Sedan
3145,2717778,KINGSTON AVENUE,,2019-11-30 10:36:00+00,40.672077,-73.941956,Brooklyn,,4250194,0,0,1,0,0,0,1,0,"Unspecified,Unspecified","Taxi,Station Wagon/Sport Utility Vehicle"
3146,2717800,FULTON STREET,,2019-11-29 17:12:00+00,40.67903,-73.9246,Brooklyn,,4250933,0,0,0,0,1,0,1,0,Reaction to Uninvolved Vehicle,Station Wagon/Sport Utility Vehicle
